date, value
4/14/2021,63.15
4/15/2021,63.47
4/16/2021,63.154
4/19/2021,63.41
4/20/2021,62.624
4/21/2021,61.35
4/22/2021,61.43
4/23/2021,62.14
4/26/2021,61.91
4/27/2021,62.94
4/28/2021,63.86
4/29/2021,65.01
4/30/2021,63.58
5/3/2021,64.49
5/4/2021,65.69
5/5/2021,65.63
5/6/2021,64.71
5/7/2021,64.9
5/10/2021,64.92
5/11/2021,65.28
5/12/2021,66.08
5/13/2021,63.82
5/14/2021,65.37
5/17/2021,66.272
5/18/2021,65.494
5/19/2021,63.354
5/20/2021,61.962
5/21/2021,63.58
5/24/2021,66.05
5/25/2021,66.07
5/26/2021,66.21
5/27/2021,66.85
5/28/2021,66.32
6/1/2021,67.72
6/2/2021,68.83
6/3/2021,68.81
6/4/2021,69.62
6/7/2021,69.23
6/8/2021,70.05
6/9/2021,69.96
6/10/2021,70.29
6/11/2021,70.91
6/14/2021,70.88
6/15/2021,72.12
6/16/2021,72.15
6/17/2021,70.988
6/18/2021,71.5
6/21/2021,73.336
6/22/2021,72.892
6/23/2021,73.08
6/24/2021,73.3
6/25/2021,74.05
6/28/2021,72.91
6/29/2021,72.98
6/30/2021,73.47
7/1/2021,75.23
7/2/2021,75.16
7/5/2021,75.16
7/6/2021,73.37
7/7/2021,72.2
7/8/2021,72.94
7/9/2021,74.56
7/12/2021,74.1
7/13/2021,75.25
7/14/2021,73.13
7/15/2021,71.596
7/16/2021,71.71
7/19/2021,66.378
7/20/2021,67.244
7/21/2021,70.3
7/22/2021,71.91
7/23/2021,72.07
7/26/2021,71.91
7/27/2021,71.65
7/28/2021,72.39
7/29/2021,73.62
7/30/2021,73.95
8/2/2021,71.26
8/3/2021,70.56
8/4/2021,68.15
8/5/2021,69.09
8/6/2021,68.28
8/9/2021,66.48
8/10/2021,68.29
8/11/2021,69.25
8/12/2021,69.09
8/13/2021,68.44
8/16/2021,67.29
8/17/2021,66.54
8/18/2021,65.36
8/19/2021,63.576
8/20/2021,62.176
8/23/2021,65.64
8/24/2021,67.54
8/25/2021,68.36
8/26/2021,67.42
8/27/2021,68.74
8/30/2021,69.21
8/31/2021,68.5
9/1/2021,68.59
9/2/2021,69.99
9/3/2021,69.29
9/6/2021,69.29
9/7/2021,68.35
9/8/2021,69.3
9/9/2021,68.14
9/10/2021,69.72
9/13/2021,70.45
9/14/2021,70.46
9/15/2021,72.61
9/16/2021,72.562
9/17/2021,71.91
9/20/2021,70.2
9/21/2021,70.504
9/22/2021,72.23
9/23/2021,73.3
9/24/2021,73.98
9/27/2021,75.45
9/28/2021,75.29
9/29/2021,74.83
9/30/2021,75.03
10/1/2021,75.88
10/4/2021,77.62
10/5/2021,78.93
10/6/2021,77.43
10/7/2021,78.3
10/8/2021,79.35
10/11/2021,80.52
10/12/2021,80.64
10/13/2021,80.44
10/14/2021,81.31
10/15/2021,82.17
10/18/2021,82.14
10/19/2021,82.648
10/20/2021,83.51
10/21/2021,82.5
10/22/2021,83.76
10/25/2021,83.76
10/26/2021,84.65
10/27/2021,82.66
10/28/2021,82.81
10/29/2021,83.57
11/1/2021,84.05
11/2/2021,83.91
11/3/2021,80.86
11/4/2021,78.81
11/5/2021,81.27
11/8/2021,81.93
11/9/2021,84.15
11/10/2021,81.34
11/11/2021,81.59
11/12/2021,80.79
11/15/2021,80.88
11/16/2021,80.556
11/17/2021,78.036
11/18/2021,78.65
11/19/2021,75.972
11/22/2021,76.75
11/23/2021,78.5
11/24/2021,78.39
11/26/2021,68.15
11/29/2021,69.95
11/30/2021,66.18
12/1/2021,65.57
12/2/2021,66.5
12/3/2021,66.26
12/6/2021,69.49
12/7/2021,72.05
12/8/2021,72.36
12/9/2021,70.94
12/10/2021,71.67
12/13/2021,71.29
12/14/2021,70.73
12/15/2021,70.828
12/16/2021,72.288
12/17/2021,70.776
12/20/2021,68.534
12/21/2021,71.12
12/22/2021,72.76
12/23/2021,73.79
12/24/2021,73.79
12/26/2021,73.79
12/27/2021,75.57
12/28/2021,75.98
12/29/2021,76.56
12/30/2021,76.99
12/31/2021,75.21
1/3/2022,76.08
1/4/2022,76.99
1/5/2022,77.85
1/6/2022,79.46
1/7/2022,78.9
1/10/2022,78.23
1/11/2022,81.22
1/12/2022,82.64
1/13/2022,82.12
1/14/2022,83.716
1/18/2022,85.19
1/19/2022,86.264
1/20/2022,85.82
1/21/2022,85.14
1/24/2022,83.31
1/25/2022,85.6
1/26/2022,87.35
1/27/2022,86.61
1/28/2022,86.82
1/31/2022,88.15
2/1/2022,88.2
2/2/2022,88.26
2/3/2022,90.27
2/4/2022,92.31
2/7/2022,91.32
2/8/2022,89.36
2/9/2022,89.66
2/10/2022,89.88
2/11/2022,93.1
2/14/2022,95.46
2/15/2022,92.07
2/16/2022,93.66
2/17/2022,91.416
2/18/2022,90.726
2/21/2022,90.554
2/22/2022,91.998
2/23/2022,92.1
2/24/2022,92.81
2/25/2022,91.59
2/28/2022,95.72
3/1/2022,103.41
3/2/2022,110.6
3/3/2022,107.67
3/4/2022,115.68
3/7/2022,119.4
3/8/2022,123.7
3/9/2022,108.7
3/10/2022,106.02
3/11/2022,109.33
3/14/2022,103.01
3/15/2022,96.44
3/16/2022,95.04
3/17/2022,102.714
3/18/2022,104.056
3/21/2022,110.83
3/22/2022,109.768
3/23/2022,114.93
3/24/2022,112.34
3/25/2022,113.9
3/28/2022,105.96
3/29/2022,104.24
3/30/2022,107.82
3/31/2022,100.28
4/1/2022,99.27
4/4/2022,103.28
4/5/2022,101.96
4/6/2022,96.23
4/7/2022,96.03
4/8/2022,98.26
4/11/2022,94.29
4/12/2022,100.6
4/13/2022,104.25
4/14/2022,106.836
4/15/2022,106.95
4/18/2022,107.97
4/19/2022,102.254
4/20/2022,102.302
4/21/2022,103.79
4/22/2022,102.07
4/25/2022,98.54
4/26/2022,101.7
4/27/2022,102.02
4/28/2022,105.36
4/29/2022,104.69
5/2/2022,105.17
5/3/2022,102.41
5/4/2022,107.81
5/5/2022,108.26
5/6/2022,109.77
5/9/2022,103.09
5/10/2022,99.76
5/11/2022,105.71
5/12/2022,106.13
5/13/2022,110.49
5/16/2022,114.2
5/17/2022,111.846
5/18/2022,108.57
5/19/2022,110.818
5/20/2022,110.87
5/23/2022,110.29
5/24/2022,109.77
5/25/2022,110.33
5/26/2022,114.09
5/27/2022,115.07
5/31/2022,114.67
6/1/2022,115.26
6/2/2022,116.87
6/3/2022,118.87
6/6/2022,118.5
6/7/2022,119.41
6/8/2022,122.11
6/9/2022,121.51
6/10/2022,120.67
6/13/2022,120.93
6/14/2022,118.93
6/15/2022,115.31
6/16/2022,117.122
6/17/2022,108.932
6/20/2022,108.618
6/21/2022,109.746
6/22/2022,106.19
6/23/2022,104.27
6/24/2022,107.62
6/27/2022,106.3706
6/28/2022,110.0287
6/29/2022,111.8361
6/30/2022,109.5467
7/1/2022,105.9726
7/4/2022,108.1883
7/5/2022,110.3528
7/6/2022,101.0279
7/7/2022,98.2402
7/8/2022,102.4885
7/11/2022,104.4933
7/12/2022,103.0596
7/13/2022,94.5368
7/14/2022,95.587
7/15/2022,96.4966
7/18/2022,97.2274
7/19/2022,104.22
7/20/2022,102.26
7/21/2022,96.24
7/22/2022,94.7
7/25/2022,96.16
7/26/2022,95.69
7/27/2022,98.07
7/28/2022,97.4
7/29/2022,98.62
8/1/2022,93.74
8/2/2022,93.9
8/3/2022,91.16
8/4/2022,87.87
8/5/2022,89.01
8/8/2022,90.52
8/9/2022,90.49
8/10/2022,91.48
8/11/2022,93.96
8/12/2022,92.45
8/15/2022,92.45
8/16/2022,86.87
8/17/2022,87.68
8/18/2022,90.75
8/19/2022,90.77
8/22/2022,90.23
8/23/2022,93.77
8/24/2022,95.24
8/25/2022,92.92
8/26/2022,93.06
8/29/2022,96.79
8/30/2022,91.99
8/31/2022,89.2
9/1/2022,87.05
9/2/2022,86.87
9/5/2022,89.03
9/6/2022,86.79
9/7/2022,81.93
9/8/2022,82.96
9/9/2022,86.79
9/12/2022,88.03
9/13/2022,87.61
9/14/2022,88.93
9/15/2022,84.58
9/16/2022,85.11
9/19/2022,85.65
9/20/2022,84.45
9/21/2022,82.81
9/22/2022,83.57
9/23/2022,78.74
9/26/2022,76.72
9/27/2022,78.5
9/28/2022,81.71
9/29/2022,81.69
9/30/2022,79.49
10/3/2022,83.35
10/4/2022,86.47
10/5/2022,88.16
10/6/2022,88.87
10/7/2022,92.64
10/10/2022,90.86
10/11/2022,88.64
10/12/2022,87.22
10/13/2022,89.04
10/14/2022,85.61
10/17/2022,85.96
10/18/2022,83.75
10/19/2022,85.98
10/20/2022,85.98
10/21/2022,85.05
10/24/2022,84.92
10/25/2022,84.79
10/26/2022,88.2
10/27/2022,88.55
10/28/2022,87.9
10/31/2022,86.18
11/1/2022,88.68
11/2/2022,88.93
11/3/2022,87.96
11/4/2022,92.61
11/7/2022,91.79
11/8/2022,88.91
11/9/2022,85.83
11/10/2022,86.47
11/11/2022,88.86
11/14/2022,85.87
11/15/2022,86.82
11/16/2022,85.59
11/17/2022,81.64
11/18/2022,80.08
11/21/2022,79.73
11/22/2022,80.95
11/23/2022,77.94
11/24/2022,77.96
11/25/2022,76.55
11/28/2022,77.24
11/29/2022,78.91
11/30/2022,80.55
12/1/2022,81.41
12/2/2022,80.34
12/5/2022,76.93
12/6/2022,74.45
12/7/2022,72.01
12/8/2022,71.79
12/9/2022,71.59
12/12/2022,73.3
12/13/2022,75.39
12/14/2022,77.28
12/15/2022,76.37
12/16/2022,74.5
12/19/2022,75.67
12/20/2022,76.02
12/21/2022,78.42
12/22/2022,78.24
12/23/2022,79.35
12/26/2022,79.56
12/27/2022,79.87
12/28/2022,78.96
12/29/2022,78.71
12/30/2022,80.51
1/2/2023,80.26
1/3/2023,77.21
1/4/2023,72.84
1/5/2023,73.67
1/6/2023,73.73
1/9/2023,74.63
1/10/2023,74.71
1/11/2023,77.71
1/12/2023,78.39
1/13/2023,80.07
1/16/2023,78.85
1/17/2023,80.18
1/18/2023,79.48
1/19/2023,80.58
1/20/2023,81.4
1/23/2023,81.62
1/24/2023,80.26
1/25/2023,80.15
1/26/2023,81.01
1/27/2023,79.38
1/30/2023,77.9
1/31/2023,78.87
2/1/2023,76.7
2/2/2023,76
2/3/2023,73.23
2/6/2023,74.46
2/7/2023,77.59
2/8/2023,78.48
2/9/2023,77.66
2/10/2023,79.76
2/13/2023,79.16
2/14/2023,78.84
2/15/2023,78.5
2/16/2023,78.49
2/17/2023,76.33
2/20/2023,77.13
2/21/2023,76.05
2/22/2023,73.95
2/23/2023,75.39
2/24/2023,76.45
2/27/2023,75.68
2/28/2023,77.05
3/1/2023,77.69
3/2/2023,77.88
3/3/2023,79.85
3/6/2023,80.46
3/7/2023,77.58
3/8/2023,76.48
3/9/2023,75.72
3/10/2023,76.68
3/13/2023,74.63
3/14/2023,71.9
3/15/2023,68.26
3/16/2023,68.24
3/17/2023,66.74
3/20/2023,67.44
3/21/2023,69.33
3/22/2023,69.97
3/23/2023,69.54
3/24/2023,69.26
3/27/2023,72.81
3/28/2023,73.74
3/29/2023,72.87
3/30/2023,74.39
3/31/2023,75.67
4/3/2023,80.41
4/4/2023,81.02
4/5/2023,80.51
4/6/2023,80.7
4/7/2023,80.7
4/10/2023,79.85
4/11/2023,81.47
4/12/2023,83.13
4/13/2023,82.28
4/14/2023,82.52
4/17/2023,80.86
4/18/2023,80.93
4/19/2023,78.88
4/20/2023,77.29
4/21/2023,77.87
4/24/2023,78.59
4/25/2023,77.07
4/26/2023,74.41
4/27/2023,74.79
4/28/2023,76.78
5/1/2023,75.62
5/2/2023,71.62
5/3/2023,67.24
5/4/2023,68.74
5/5/2023,71.34
5/8/2023,73
5/9/2023,73.61
5/10/2023,72.89
5/11/2023,71.32
5/12/2023,70.04
5/15/2023,71.48
5/16/2023,70.63
5/17/2023,72.68
5/18/2023,71.99
5/19/2023,71.55
5/22/2023,71.99
5/23/2023,73.81
5/24/2023,74.21
5/25/2023,71.79
5/26/2023,72.67
5/29/2023,72.94
5/30/2023,69.54
5/31/2023,67.69
6/1/2023,70.07
6/2/2023,71.74
6/5/2023,71.94
6/6/2023,71.76
6/7/2023,72.42
6/8/2023,70.89
6/9/2023,70.17
6/12/2023,67.35
6/13/2023,69.42
6/14/2023,68.52
6/15/2023,70.68
6/16/2023,71.78
6/19/2023,71.29
6/20/2023,70.5
6/21/2023,72.52
6/22/2023,69.36
6/23/2023,69.16
6/26/2023,69.53
6/27/2023,68.03
6/28/2023,69.56
6/29/2023,69.59
6/30/2023,70.64
7/3/2023,69.79
7/4/2023,71.05
7/5/2023,71.79
7/6/2023,71.84
7/7/2023,73.86
7/10/2023,74.1
7/11/2023,74.83
7/12/2023,75.75
7/13/2023,77.23
7/14/2023,75.27
7/17/2023,74.1
7/18/2023,75.75
7/19/2023,75.23
7/20/2023,75.63
7/21/2023,77.07
7/24/2023,78.87
7/25/2023,79.32
7/26/2023,79.01
7/27/2023,79.63
7/28/2023,80.67
7/31/2023,81.64
8/1/2023,82.25
8/2/2023,79.71
8/3/2023,81.79
8/4/2023,82.82
8/7/2023,81.94
8/8/2023,82.75
8/9/2023,84.26
8/10/2023,82.89
8/11/2023,83.19
8/14/2023,82.39
8/15/2023,80.99
8/16/2023,79.38
8/17/2023,80.08
8/18/2023,81.25
8/21/2023,80.83
8/22/2023,80.25
8/23/2023,78.62
8/24/2023,79.05
8/25/2023,80.05
8/28/2023,80.01
8/29/2023,81.37
8/30/2023,81.63
8/31/2023,83.57
9/1/2023,85.55
9/4/2023,85.84
9/5/2023,86.81
9/6/2023,87.66
9/7/2023,86.7
9/8/2023,87.51
9/11/2023,87.3
9/12/2023,88.84
9/13/2023,88.7
9/14/2023,90.53
9/15/2023,90.77
9/18/2023,92.36
9/19/2023,91.56
9/20/2023,90.28
9/21/2023,89.76
9/22/2023,90.03
9/25/2023,89.78
9/26/2023,90.57
9/27/2023,93.84
9/28/2023,91.79
9/29/2023,90.79
10/2/2023,88.47
10/3/2023,89.39
10/4/2023,84.37
10/5/2023,82.89
10/6/2023,82.79
10/9/2023,86.45
10/10/2023,85.92
10/11/2023,83.2
10/12/2023,83.46
10/13/2023,87.69
10/16/2023,86.82
10/17/2023,88.06
10/18/2023,88.25
10/19/2023,90.3
10/20/2023,88.75
10/23/2023,86.51
10/24/2023,83.7
10/25/2023,85.39
10/26/2023,83.58
10/27/2023,85.54
10/30/2023,82.31
10/31/2023,81.02
11/1/2023,80.92
11/2/2023,82.53
11/3/2023,80.51
11/6/2023,80.82
11/7/2023,77.46
11/8/2023,75.45
11/9/2023,75.74
11/10/2023,77.17
11/13/2023,78.58
11/14/2023,78.26
11/15/2023,76.66
11/16/2023,72.9
11/17/2023,75.84
11/20/2023,78.03
11/24/2023,75.57
11/27/2023,75.67
11/28/2023,75.16
11/29/2023,76.59
11/30/2023,77.7
12/1/2023,75.63
12/4/2023,74.84
12/5/2023,73.24
12/6/2023,72.16
12/7/2023,69.34
12/8/2023,71.26
12/11/2023,71.32
12/12/2023,68.61
12/13/2023,69.47
12/14/2023,71.58
12/15/2023,71.79
12/18/2023,72.47
12/19/2023,73.58
12/20/2023,74.22
12/21/2023,73.89
12/22/2023,73.49
12/25/2023,73.56
12/26/2023,75.57
12/27/2023,74.11
12/28/2023,71.77
12/29/2023,71.33
1/1/2024,71.65
1/2/2024,70.38
1/3/2024,72.7
1/4/2024,72.19
1/5/2024,73.95
1/8/2024,70.77
1/9/2024,72.24
1/10/2024,71.37
1/11/2024,72.02
1/12/2024,72.76
1/15/2024,72.5
1/16/2024,72.4
1/17/2024,72.56
1/18/2024,74.08
1/19/2024,73.71
1/22/2024,75.01
1/23/2024,74.37
1/24/2024,75.09
1/25/2024,77.12
1/26/2024,78.23
1/29/2024,76.78
1/30/2024,77.79
1/31/2024,75.85
2/1/2024,73.82
2/2/2024,72.41
2/5/2024,72.78
2/6/2024,73.31
2/7/2024,73.86
2/8/2024,76.22
2/9/2024,76.6
2/12/2024,76.92
2/13/2024,77.87
2/14/2024,76.64
2/15/2024,78.03
2/16/2024,79.22
2/19/2024,79.29
2/20/2024,78.27
2/21/2024,77.91
2/22/2024,78.61
2/23/2024,76.57
2/26/2024,77.6
2/27/2024,78.87
2/28/2024,78.54
2/29/2024,78.26
3/1/2024,79.81
3/4/2024,78.74
3/5/2024,78.15
3/6/2024,79.13
3/7/2024,78.93
3/8/2024,78.01
3/11/2024,78.11
3/12/2024,77.98
3/13/2024,79.72
3/14/2024,81.08
3/15/2024,81.04
3/18/2024,82.79
3/19/2024,83.12
3/20/2024,81.68
3/21/2024,80.93
3/22/2024,80.82
3/25/2024,81.95
3/26/2024,81.28
3/27/2024,81.35
3/28/2024,83.11
3/29/2024,83.17
4/1/2024,83.71
4/2/2024,85.15
4/3/2024,85.56
4/4/2024,87.01
4/5/2024,86.91
4/8/2024,86.66
4/9/2024,85.31
4/10/2024,86.21
4/11/2024,86.31
4/12/2024,85.46
4/15/2024,85.66
4/16/2024,85.82
4/17/2024,85.38
4/18/2024,82.75
4/19/2024,82.57
4/22/2024,83.26
4/23/2024,82.85
4/24/2024,83.48
4/25/2024,82.82
4/26/2024,83.75
4/29/2024,83.33
4/30/2024,81.93
5/1/2024,79.05
5/2/2024,78.95
5/3/2024,78.11
5/6/2024,78.48
5/7/2024,78.38
5/8/2024,79.25
5/9/2024,79.64
5/10/2024,78.26
5/13/2024,79.14
5/14/2024,78.41
5/15/2024,78.93
5/16/2024,79.38
5/17/2024,80.06
5/20/2024,79.65
5/21/2024,79.06
5/22/2024,77.57
5/23/2024,76.91
5/24/2024,77.72
5/27/2024,78.55
5/28/2024,79.83
5/29/2024,79.23
5/30/2024,77.91
5/31/2024,76.99
